fall-01 关键点数据
总帧数: 160, 关节数: 17, 通道: (x, y, conf)
标签分布: 正常=83, 失衡=30, 倒地=47
============================================================

--- 帧 0  标签=0 (正常) ---
关节            x        y     conf
右肘      -0.1596  -0.1822   0.7480
左腕       0.1898  -0.0196   0.6751
右腕      -0.1958  -0.0226   0.7264
左髋       0.0693  -0.0015   0.6827
右髋      -0.0693   0.0015   0.7030
左膝       0.0753   0.2575   0.7657
右膝      -0.0663   0.2575   0.7875
左踝       0.0873   0.4864   0.8157
右踝       0.0000   0.4443   0.7746

--- 帧 76  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0554  -0.5135   0.8140
左眼      -0.0314  -0.5434   0.8056
右眼      -0.0763  -0.5404   0.8234
左耳       0.0254  -0.5314   0.8240
右耳      -0.0973  -0.5225   0.7499
左肩       0.1033  -0.3787   0.7143
右肩      -0.1153  -0.3608   0.7763
左肘       0.1811  -0.2081   0.7348
右肘      -0.1602  -0.1841   0.7624
左腕       0.1811  -0.0225   0.7002
右腕      -0.2051  -0.0254   0.7249
左髋       0.0704  -0.0015   0.6908
右髋      -0.0704   0.0015   0.7058
左膝       0.0793   0.2590   0.7729
右膝      -0.0704   0.2590   0.8012
左踝       0.0913   0.4865   0.8211
右踝      -0.0105   0.4566   0.7857

--- 帧 77  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0571  -0.5150   0.8091
左眼      -0.0330  -0.5450   0.7978
右眼      -0.0781  -0.5390   0.8195
左耳       0.0270  -0.5360   0.8237
右耳      -0.0991  -0.5210   0.7431
左肩       0.1051  -0.3829   0.7102
右肩      -0.1141  -0.3649   0.7739
左肘       0.1832  -0.2117   0.7338
右肘      -0.1562  -0.1907   0.7642
左腕       0.1892  -0.0255   0.7058
右腕      -0.2072  -0.0345   0.7360
左髋       0.0691  -0.0015   0.6902
右髋      -0.0691   0.0015   0.7043
左膝       0.0841   0.2598   0.7746
右膝      -0.0721   0.2598   0.7957
左踝       0.1021   0.4850   0.8222
右踝      -0.0150   0.4670   0.7793

--- 帧 78  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0648  -0.5166   0.8000
左眼      -0.0407  -0.5467   0.7874
右眼      -0.0858  -0.5407   0.8207
左耳       0.0226  -0.5377   0.8146
右耳      -0.1039  -0.5226   0.7285
左肩       0.1039  -0.3870   0.7049
右肩      -0.1130  -0.3720   0.7697
左肘       0.1822  -0.2123   0.7240
右肘      -0.1581  -0.1973   0.7632
左腕       0.1822  -0.0256   0.7043
右腕      -0.2093  -0.0437   0.7499
左髋       0.0678  -0.0015   0.6920
右髋      -0.0678   0.0015   0.7042
左膝       0.0828   0.2605   0.7808
右膝      -0.0798   0.2575   0.7909
左踝       0.1099   0.4834   0.8263
右踝      -0.0226   0.4744   0.7683

--- 帧 79  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0657  -0.5183   0.8024
左眼      -0.0413  -0.5489   0.7895
右眼      -0.0902  -0.5428   0.8215
左耳       0.0199  -0.5398   0.8250
右耳      -0.1086  -0.5245   0.7297
左肩       0.1055  -0.3899   0.7131
右肩      -0.1116  -0.3716   0.7675
左肘       0.1850  -0.2095   0.7388
右肘      -0.1544  -0.1972   0.7780
左腕       0.1820  -0.0291   0.7160
右腕      -0.2156  -0.0474   0.7502
左髋       0.0688  -0.0015   0.7006
右髋      -0.0688   0.0015   0.7164
左膝       0.0872   0.2615   0.7992
右膝      -0.0810   0.2554   0.8180
左踝       0.1208   0.4817   0.8334
右踝      -0.0229   0.4817   0.7947

--- 帧 80  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0732  -0.5137   0.8056
左眼      -0.0488  -0.5442   0.7927
右眼      -0.0945  -0.5381   0.8250
左耳       0.0152  -0.5351   0.8261
右耳      -0.1098  -0.5198   0.7057
左肩       0.1037  -0.3857   0.7151
右肩      -0.1098  -0.3674   0.7614
左肘       0.1829  -0.2119   0.7483
右肘      -0.1555  -0.1966   0.7979
左腕       0.1768  -0.0320   0.7288
右腕      -0.2256  -0.0503   0.7776
左髋       0.0671  -0.0015   0.7000
右髋      -0.0671   0.0015   0.7121
左膝       0.0854   0.2607   0.8016
右膝      -0.0823   0.2515   0.8112
左踝       0.1280   0.4741   0.8298
右踝      -0.0274   0.4863   0.8107

--- 帧 81  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0780  -0.5153   0.7977
左眼      -0.0535  -0.5459   0.7853
右眼      -0.0994  -0.5398   0.8220
左耳       0.0138  -0.5367   0.8194
右耳      -0.1147  -0.5214   0.6745
左肩       0.0994  -0.3899   0.7208
右肩      -0.1116  -0.3716   0.7542
左肘       0.1820  -0.2156   0.7525
右肘      -0.1606  -0.2034   0.7942
左腕       0.1758  -0.0352   0.7395
右腕      -0.2339  -0.0566   0.7777
左髋       0.0688  -0.0015   0.6971
右髋      -0.0688   0.0015   0.7059
左膝       0.0841   0.2584   0.7926
右膝      -0.0841   0.2492   0.7879
左踝       0.1391   0.4633   0.8205
右踝      -0.0260   0.4847   0.7988

--- 帧 82  标签=0 (正常) ---
关节            x        y     conf
鼻子      -0.0838  -0.5122   0.7870
左眼      -0.0595  -0.5396   0.7709
右眼      -0.1021  -0.5366   0.8136
左耳       0.0076  -0.5335   0.8070
右耳      -0.1174  -0.5183   0.6604
左肩       0.0960  -0.3872   0.7191
右肩      -0.1082  -0.3689   0.7448
左肘       0.1814  -0.2134   0.7561
右肘      -0.1601  -0.2043   0.7775
左腕       0.1692  -0.0274   0.7363
右腕      -0.2454  -0.0610   0.7662
左髋       0.0655   0.0000   0.7005
右髋      -0.0655   0.0000   0.7046
左膝       0.0777   0.2561   0.7799
右膝      -0.0869   0.2500   0.7822
左踝       0.1418   0.4421   0.7985
右踝      -0.0259   0.4878   0.7995

--- 帧 83  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.0902  -0.5138   0.8018
左眼      -0.0657  -0.5443   0.7838
右眼      -0.1086  -0.5382   0.8278
左耳       0.0015  -0.5352   0.8122
右耳      -0.1208  -0.5199   0.6578
左肩       0.0933  -0.3914   0.7196
右肩      -0.1055  -0.3731   0.7407
左肘       0.1789  -0.2141   0.7547
右肘      -0.1606  -0.2202   0.7553
左腕       0.1606  -0.0245   0.7355
右腕      -0.2554  -0.0703   0.7702
左髋       0.0657   0.0000   0.6980
右髋      -0.0657   0.0000   0.7014
左膝       0.0688   0.2630   0.7725
右膝      -0.0872   0.2538   0.7695
左踝       0.1483   0.4312   0.7737
右踝      -0.0229   0.4862   0.7917

--- 帧 84  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.0957  -0.5106   0.8181
左眼      -0.0714  -0.5380   0.7968
右眼      -0.1140  -0.5350   0.8359
左耳      -0.0015  -0.5350   0.8180
右耳      -0.1261  -0.5167   0.6461
左肩       0.0927  -0.3921   0.7284
右肩      -0.1079  -0.3739   0.7480
左肘       0.1778  -0.2128   0.7662
右肘      -0.1626  -0.2188   0.7454
左腕       0.1596  -0.0243   0.7485
右腕      -0.2690  -0.0638   0.7516
左髋       0.0653   0.0000   0.6933
右髋      -0.0653   0.0000   0.7002
左膝       0.0471   0.2644   0.7491
右膝      -0.0866   0.2675   0.7770
左踝       0.1505   0.3982   0.7276
右踝      -0.0106   0.4894   0.8143

--- 帧 85  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.1021  -0.5152   0.8222
左眼      -0.0777  -0.5457   0.8033
右眼      -0.1204  -0.5396   0.8431
左耳      -0.0076  -0.5427   0.8189
右耳      -0.1357  -0.5244   0.6511
左肩       0.0930  -0.3994   0.7236
右肩      -0.1082  -0.3750   0.7410
左肘       0.1814  -0.2165   0.7648
右肘      -0.1692  -0.2226   0.7325
左腕       0.1601  -0.0244   0.7495
右腕      -0.2790  -0.0701   0.7519
左髋       0.0655   0.0000   0.6989
右髋      -0.0655   0.0000   0.6978
左膝       0.0290   0.2591   0.7232
右膝      -0.0869   0.2652   0.7579
左踝       0.1509   0.3811   0.7246
右踝      -0.0046   0.4848   0.8107

--- 帧 86  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.1070  -0.5199   0.8172
左眼      -0.0856  -0.5535   0.8045
右眼      -0.1284  -0.5474   0.8412
左耳      -0.0122  -0.5535   0.8182
右耳      -0.1437  -0.5321   0.6340
左肩       0.0917  -0.4067   0.7240
右肩      -0.1101  -0.3792   0.7346
左肘       0.1865  -0.2202   0.7758
右肘      -0.1804  -0.2263   0.7338
左腕       0.1590  -0.0214   0.7629
右腕      -0.2997  -0.0734   0.7387
左髋       0.0642   0.0000   0.6978
右髋      -0.0642   0.0000   0.6917
左膝       0.0031   0.2538   0.6981
右膝      -0.0917   0.2630   0.7291
左踝       0.1468   0.3792   0.7573
右踝       0.0061   0.4801   0.8106

--- 帧 87  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.1227  -0.5155   0.8261
左眼      -0.1040  -0.5497   0.8174
右眼      -0.1444  -0.5404   0.8464
左耳      -0.0264  -0.5590   0.8171
右耳      -0.1537  -0.5280   0.6175
左肩       0.0854  -0.4037   0.7300
右肩      -0.1134  -0.3758   0.7364
左肘       0.1848  -0.2112   0.7701
右肘      -0.1910  -0.2205   0.7275
左腕       0.1506   0.0000   0.7580
右腕      -0.3214  -0.0652   0.7535
左髋       0.0637   0.0000   0.7098
右髋      -0.0637   0.0000   0.7007
左膝      -0.0295   0.2578   0.7052
右膝      -0.1009   0.2702   0.6945
左踝       0.1351   0.4037   0.7474
右踝       0.0109   0.4845   0.7782

--- 帧 88  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.1386  -0.5140   0.8197
左眼      -0.1168  -0.5483   0.8196
右眼      -0.1573  -0.5389   0.8357
左耳      -0.0358  -0.5607   0.8306
右耳      -0.1636  -0.5265   0.5945
左肩       0.0826  -0.4019   0.7320
右肩      -0.1168  -0.3645   0.7185
左肘       0.1760  -0.2056   0.7691
右肘      -0.2040  -0.2118   0.7038
左腕       0.1417   0.0125   0.7771
右腕      -0.3349  -0.0654   0.7458
左髋       0.0607   0.0000   0.7137
右髋      -0.0607   0.0000   0.7115
左膝      -0.0576   0.2523   0.7046
右膝      -0.1012   0.2648   0.6536
左踝       0.1075   0.4112   0.7214
右踝       0.0234   0.4860   0.7129

--- 帧 89  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.1527  -0.5129   0.8101
左眼      -0.1334  -0.5482   0.8126
右眼      -0.1752  -0.5386   0.8289
左耳      -0.0531  -0.5707   0.8272
右耳      -0.1785  -0.5289   0.5745
左肩       0.0788  -0.4068   0.7350
右肩      -0.1270  -0.3714   0.7141
左肘       0.1785  -0.1977   0.7756
右肘      -0.2170  -0.2106   0.6915
左腕       0.1399   0.0273   0.7757
右腕      -0.3585  -0.0563   0.7376
左髋       0.0595   0.0016   0.7076
右髋      -0.0595  -0.0016   0.6957
左膝      -0.0820   0.2621   0.6843
右膝      -0.1077   0.2749   0.5896
左踝       0.0884   0.4582   0.7175
右踝       0.0273   0.4871   0.6168

--- 帧 90  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.1645  -0.5049   0.8049
左眼      -0.1480  -0.5444   0.8004
右眼      -0.1875  -0.5312   0.8150
左耳      -0.0625  -0.5674   0.8147
右耳      -0.1941  -0.5280   0.5503
左肩       0.0724  -0.4030   0.7240
右肩      -0.1349  -0.3766   0.6977
左肘       0.1711  -0.1826   0.7541
右肘      -0.2237  -0.2089   0.6701
左腕       0.1283   0.0510   0.7585
右腕      -0.3684  -0.0477   0.7228
左髋       0.0559   0.0016   0.7008
右髋      -0.0559  -0.0016   0.6747
左膝      -0.1053   0.2615   0.6615
右膝      -0.1184   0.2780   0.5223
左踝       0.0724   0.4918   0.7027
右踝       0.0230   0.4951   0.5545

--- 帧 91  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.1842  -0.4885   0.7893
左眼      -0.1645  -0.5280   0.7793
右眼      -0.2072  -0.5148   0.7893
左耳      -0.0789  -0.5510   0.7960
右耳      -0.2105  -0.5115   0.5320
左肩       0.0592  -0.3898   0.7174
右肩      -0.1480  -0.3668   0.6944
左肘       0.1612  -0.1628   0.7449
右肘      -0.2303  -0.1957   0.6615
左腕       0.1118   0.0740   0.7532
右腕      -0.3849  -0.0378   0.7066
左髋       0.0526   0.0016   0.6835
右髋      -0.0526  -0.0016   0.6488
左膝      -0.1217   0.2549   0.6295
右膝      -1.5597  -1.1373   0.0000
左踝       0.0559   0.5115   0.6979
右踝       0.0099   0.5016   0.5233

--- 帧 92  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.2013  -0.4670   0.7619
左眼      -0.1881  -0.5066   0.7569
右眼      -0.2244  -0.4967   0.7772
左耳      -0.0990  -0.5330   0.7816
右耳      -0.2211  -0.4967   0.5130
左肩       0.0429  -0.3779   0.7147
右肩      -0.1518  -0.3614   0.6982
左肘       0.1485  -0.1502   0.7386
右肘      -0.2343  -0.1931   0.6638
左腕       0.0924   0.0908   0.7186
右腕      -0.3861  -0.0380   0.6987
左髋       0.0495   0.0017   0.6782
右髋      -0.0495  -0.0017   0.6392
左膝      -0.1353   0.2525   0.6298
右膝      -1.5443  -1.1474   0.0000
左踝       0.0264   0.5330   0.6914
右踝       0.0462   0.4868   0.5567

--- 帧 93  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.2226  -0.4651   0.7647
左眼      -0.2060  -0.5017   0.7645
右眼      -0.2458  -0.4917   0.7762
左耳      -0.1196  -0.5316   0.7953
右耳      -1.5606  -1.1921   0.0000
左肩       0.0266  -0.3787   0.7093
右肩      -0.1661  -0.3688   0.6948
左肘       0.1329  -0.1395   0.7110
右肘      -0.2425  -0.2027   0.6453
左腕       0.0698   0.1030   0.7087
右腕      -0.3920  -0.0465   0.6931
左髋       0.0498   0.0033   0.6497
右髋      -0.0498  -0.0033   0.6091
左膝      -0.1462   0.2458   0.6390
右膝      -1.5606  -1.1921   0.0000
左踝       0.0100   0.5349   0.7205
右踝       0.0399   0.4618   0.5802

--- 帧 94  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.2567  -0.4648   0.7693
左眼      -0.2399  -0.5050   0.7540
右眼      -0.2802  -0.4950   0.7652
左耳      -0.1460  -0.5352   0.8102
右耳      -1.6236  -1.2692   0.0000
左肩       0.0017  -0.3809   0.7071
右肩      -0.1896  -0.3742   0.6889
左肘       0.1191  -0.1225   0.6904
右肘      -0.2668  -0.1963   0.6353
左腕       0.0352   0.1359   0.6864
右腕      -0.4111  -0.0453   0.6982
左髋       0.0554   0.0050   0.6324
右髋      -0.0554  -0.0050   0.5988
左膝      -0.1695   0.2466   0.6236
右膝      -1.6236  -1.2692   0.0000
左踝       0.0151   0.5352   0.7245
右踝       0.0453   0.4681   0.5812

--- 帧 95  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.2976  -0.4609   0.7729
左眼      -0.2772  -0.5051   0.7577
右眼      -0.3214  -0.4915   0.7743
左耳      -0.1786  -0.5391   0.7856
右耳      -1.7020  -1.3579   0.0000
左肩      -0.0255  -0.3793   0.6856
右肩      -0.2194  -0.3724   0.6743
左肘       0.1071  -0.0969   0.6655
右肘      -0.2976  -0.1888   0.6608
左腕      -0.0085   0.1888   0.6623
右腕      -0.4303  -0.0357   0.7257
左髋       0.0629   0.0085   0.6064
右髋      -0.0629  -0.0085   0.5564
左膝      -0.1990   0.2534   0.5821
右膝      -1.7020  -1.3579   0.0000
左踝       0.0119   0.5391   0.7174
右踝       0.0391   0.4575   0.5928

--- 帧 96  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.3402  -0.4605   0.7307
左眼      -0.3230  -0.5052   0.7014
右眼      -0.3643  -0.4914   0.7378
左耳      -0.2234  -0.5430   0.6894
右耳      -1.8106  -1.4764   0.0000
左肩      -0.0515  -0.3814   0.6410
右肩      -0.2509  -0.3849   0.6408
左肘       0.0756  -0.0722   0.6460
右肘      -0.3402  -0.1753   0.6701
左腕      -0.0378   0.2302   0.6898
右腕      -0.4708   0.0000   0.7004
左髋       0.0756   0.0069   0.5800
右髋      -0.0756  -0.0069   0.5073
左膝      -0.2440   0.2577   0.5670
右膝      -1.8106  -1.4764   0.0000
左踝       0.0137   0.5395   0.7054
右踝       0.0275   0.4570   0.5677

--- 帧 97  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.4110  -0.4609   0.7255
左眼      -0.3932  -0.5107   0.6868
右眼      -0.4359  -0.5000   0.7265
左耳      -0.2865  -0.5463   0.6855
右耳      -1.9503  -1.6213   0.0000
左肩      -0.0801  -0.3754   0.6216
右肩      -0.3007  -0.3861   0.6396
左肘       0.0338  -0.0267   0.6569
右肘      -0.3826  -0.1584   0.6380
左腕      -0.0907   0.2900   0.6675
右腕      -0.5142   0.0409   0.6576
左髋       0.0872   0.0125   0.6156
右髋      -0.0872  -0.0125   0.5393
左膝      -1.9503  -1.6213   0.0000
右膝      -1.9503  -1.6213   0.0000
左踝       0.0160   0.5391   0.5655
右踝      -1.9503  -1.6213   0.0000

--- 帧 98  标签=1 (失衡) ---
关节            x        y     conf
鼻子     129.8839 106.0545   0.7184
左眼     131.0824 101.8596   0.6903
右眼     128.0860 102.7585   0.7415
左耳     139.7720  98.8632   0.6404
右耳       0.0000   0.0000   0.0000
左肩     159.5482 112.6466   0.5967
右肩     139.7720 112.3470   0.6659
左肘     167.3388 144.7080   0.6506
右肘     135.2774 129.7260   0.6843
左腕     156.2521 172.8741   0.6233
右腕     124.1907 148.9030   0.7061
左髋     176.0283 144.7080   0.6389
右髋     159.8478 142.0113   0.5356
左膝       0.0000   0.0000   0.0000
右膝     140.3712 162.9860   0.5327
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 99  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.5517  -0.4828   0.7227
左眼      -0.5474  -0.5431   0.7055
右眼      -0.5819  -0.5259   0.7363
左耳      -0.4397  -0.6034   0.6519
右耳      -2.3157  -2.0423   0.0000
左肩      -0.1379  -0.4095   0.5930
右肩      -0.4095  -0.4138   0.6657
左肘      -0.0560   0.0345   0.6155
右肘      -0.4871  -0.1422   0.6327
左腕      -0.2328   0.4698   0.5586
右腕      -0.6121   0.1207   0.6645
左髋       0.1078   0.0129   0.6569
右髋      -0.1078  -0.0129   0.5558
左膝      -2.3157  -2.0423   0.0000
右膝      -0.3922   0.2371   0.5830
左踝       0.0259   0.5172   0.5422
右踝       0.0000   0.4397   0.5161

--- 帧 100  标签=1 (失衡) ---
关节            x        y     conf
鼻子      -0.6422  -0.4817   0.7394
左眼      -0.6239  -0.5505   0.7439
右眼      -0.6789  -0.5275   0.7689
左耳      -0.4817  -0.6193   0.7408
右耳      -2.5330  -2.2756   0.0000
左肩      -0.1972  -0.4220   0.6176
右肩      -0.4908  -0.4404   0.6532
左肘      -0.1330   0.0872   0.5744
右肘      -0.5550  -0.1376   0.6177
左腕      -0.3394   0.6009   0.6201
右腕      -0.6789   0.1927   0.7300
左髋       0.1101   0.0229   0.6672
右髋      -0.1101  -0.0229   0.5088
左膝      -2.5330  -2.2756   0.0000
右膝      -0.4725   0.2294   0.5336
左踝       0.0183   0.5183   0.5342
右踝      -0.0183   0.4495   0.5267

--- 帧 101  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.5730   0.7932   0.7306
左眼       0.5993   0.7142   0.7318
右眼       0.5414   0.7300   0.7503
左耳       0.7677   0.6511   0.7377
右耳      -1.5151  -1.3511   0.0000
左肩       1.1045   0.8563   0.6350
右肩       0.7887   0.8300   0.6637
左肘       1.1835   1.4405   0.5957
右肘       0.7203   1.2405   0.6603
左腕       0.9256   2.1195   0.6545
右腕       0.5940   1.6089   0.7429
左髋       1.5151   1.3511   0.6826
右髋      -1.5151  -1.3511   0.0000
左膝      -1.5151  -1.3511   0.0000
右膝       0.8098   1.5563   0.5546
左踝      -1.5151  -1.3511   0.0000
右踝       1.3624   1.7932   0.5247

--- 帧 102  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.5691   0.9330   0.7642
左眼       0.6105   0.8560   0.7565
右眼       0.5335   0.8619   0.7935
左耳       0.8117   0.7909   0.7601
右耳      -1.6815  -1.5483   0.0000
左肩       1.1785   1.0099   0.6461
右肩       0.8353   0.9803   0.6329
左肘       1.2377   1.7673   0.6529
右肘       0.7702   1.4418   0.6566
左腕       0.9714   2.4537   0.7347
右腕       0.6578   1.8915   0.7405
左髋       1.6815   1.5483   0.6724
右髋      -1.6815  -1.5483   0.0000
左膝      -1.6815  -1.5483   0.0000
右膝       0.8708   1.7199   0.5628
左踝      -1.6815  -1.5483   0.0000
右踝       1.4921   1.9330   0.5189

--- 帧 103  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 104  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 105  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 106  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 107  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 108  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 109  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 110  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 111  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
右踝       0.0000   0.0000   0.0000

--- 帧 112  标签=1 (失衡) ---
关节            x        y     conf
鼻子       0.0000   0.0000   0.0000
左眼       0.0000   0.0000   0.0000
右眼       0.0000   0.0000   0.0000
左耳       0.0000   0.0000   0.0000
右耳       0.0000   0.0000   0.0000
左肩       0.0000   0.0000   0.0000
右肩       0.0000   0.0000   0.0000
左肘       0.0000   0.0000   0.0000
右肘       0.0000   0.0000   0.0000
左腕       0.0000   0.0000   0.0000
右腕       0.0000   0.0000   0.0000
左髋       0.0000   0.0000   0.0000
右髋       0.0000   0.0000   0.0000
左膝       0.0000   0.0000   0.0000
右膝       0.0000   0.0000   0.0000
左踝       0.0000   0.0000   0.0000
